GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
OpenJPA Kernel,org.apache.openjpa.util,java.sql.Timestamp.proxy,119,0,0,0,0,0,19,0,19,0
OpenJPA Kernel,org.apache.openjpa.util,CollectionChangeTrackerImpl,164,0,36,0,41,0,27,0,9,0
OpenJPA Kernel,org.apache.openjpa.util,Serialization.PersistentObjectOutputStream,27,0,2,0,6,0,3,0,2,0
OpenJPA Kernel,org.apache.openjpa.util,java.util.Hashtable.proxy,163,0,2,0,0,0,24,0,23,0
OpenJPA Kernel,org.apache.openjpa.util,Serialization.ObjectIdMarker,6,0,0,0,3,0,1,0,1,0
OpenJPA Kernel,org.apache.openjpa.util,ClassLoaderProxyService,54,0,2,0,14,0,6,0,5,0
OpenJPA Kernel,org.apache.openjpa.util,Serialization.PersistentObjectInputStream,73,0,10,0,21,0,8,0,3,0
OpenJPA Kernel,org.apache.openjpa.util,NoTransactionException,2,4,0,0,1,2,1,1,1,1
OpenJPA Kernel,org.apache.openjpa.util,Id,194,0,22,0,48,0,24,0,13,0
OpenJPA Kernel,org.apache.openjpa.util,DoubleId,68,0,6,0,16,0,12,0,9,0
OpenJPA Kernel,org.apache.openjpa.util,java.util.HashMap.proxy,163,0,2,0,0,0,24,0,23,0
OpenJPA Kernel,org.apache.openjpa.util,StoreFacadeTypeRegistry,75,0,14,0,18,0,11,0,4,0
OpenJPA Kernel,org.apache.openjpa.util,Serialization,61,0,2,0,17,0,6,0,5,0
OpenJPA Kernel,org.apache.openjpa.util,AbstractLRSProxyMap.Itr,153,0,21,0,45,0,18,0,7,0
OpenJPA Kernel,org.apache.openjpa.util,ObjectExistsException,10,0,0,0,5,0,3,0,3,0
OpenJPA Kernel,org.apache.openjpa.util,CallbackException,10,0,0,0,5,0,3,0,3,0
OpenJPA Kernel,org.apache.openjpa.util,ByteId,59,0,6,0,15,0,12,0,9,0
OpenJPA Kernel,org.apache.openjpa.util,CacheMap.KeySet,17,0,0,0,3,0,3,0,3,0
OpenJPA Kernel,org.apache.openjpa.util,AbstractLRSProxyCollection,484,0,52,0,136,0,62,0,36,0
OpenJPA Kernel,org.apache.openjpa.util,LongId,66,0,6,0,15,0,12,0,9,0
OpenJPA Kernel,org.apache.openjpa.util,LockException,106,0,2,0,30,0,13,0,12,0
OpenJPA Kernel,org.apache.openjpa.util,ObjectNotFoundException,26,8,0,0,7,4,3,2,3,2
OpenJPA Kernel,org.apache.openjpa.util,ClassLoaderProxyService.ProxiesClassLoader,150,0,20,0,48,0,14,0,4,0
OpenJPA Kernel,org.apache.openjpa.util,ArrayStateImage,134,0,20,0,27,0,17,0,7,0
OpenJPA Kernel,org.apache.openjpa.util,java.util.PriorityQueue.proxy,173,0,2,0,0,0,28,0,27,0
OpenJPA Kernel,org.apache.openjpa.util,UnsupportedException,34,0,0,0,13,0,5,0,5,0
OpenJPA Kernel,org.apache.openjpa.util,InternalException,51,0,0,0,19,0,7,0,7,0
OpenJPA Kernel,org.apache.openjpa.util,MetaDataException,26,8,0,0,10,3,4,1,4,1
OpenJPA Kernel,org.apache.openjpa.util,ProxyManagerImpl,4896,0,414,0,1084,0,280,0,73,0
OpenJPA Kernel,org.apache.openjpa.util,java.util.Properties.proxy,189,0,2,0,0,0,26,0,25,0
OpenJPA Kernel,org.apache.openjpa.util,java.util.Vector.proxy,246,0,2,0,0,0,35,0,34,0
OpenJPA Kernel,org.apache.openjpa.util,ImplHelper,337,44,78,8,92,10,54,7,10,5
OpenJPA Kernel,org.apache.openjpa.util,OpenJPAException,108,86,7,3,29,23,17,9,12,9
OpenJPA Kernel,org.apache.openjpa.util,ApplicationIds.PrimaryKeyFieldManager,183,0,8,0,49,0,30,0,26,0
OpenJPA Kernel,org.apache.openjpa.util,ShortId,59,0,6,0,15,0,12,0,9,0
OpenJPA Kernel,org.apache.openjpa.util,CacheMap,692,0,74,0,169,0,76,0,39,0
OpenJPA Kernel,org.apache.openjpa.util,OptimisticException,26,18,0,0,7,7,3,3,3,3
OpenJPA Kernel,org.apache.openjpa.util,ImplHelper.new ConcurrentReferenceHashMap() {...},25,5,6,0,6,1,5,1,2,1
OpenJPA Kernel,org.apache.openjpa.util,CacheMap.ValueCollection,17,0,0,0,3,0,3,0,3,0
OpenJPA Kernel,org.apache.openjpa.util,java.util.EnumMap.proxy,142,0,2,0,0,0,22,0,21,0
